"mode","run","tile","out_name","year","original","mean_height","mean_change","mean_abs_change","relative_mean_change","relative_mean_abs_change","mae","rmse","correlation","SD","sd_change","relative_sd_change","shift_distance","time_min","location","shift_direction","lon","lat","lat_new","eq_dist_km","abs_lat"
"geographical","2026-06-16_geographical_1","55HEV","55HEV_original",2020,TRUE,5.45366105450677,0,0,0,0,0,0,1,5.78695173789122,0,0,0,11.2860427061717,"Australia","N",147.613916,-36.636058,-36.636058,4078.32597656,36.636058
"geographical","2026-06-16_geographical_1","55HEV","55HEV_original",2020,TRUE,5.45366105450677,0,0,0,0,0,0,1,5.78695173789122,0,0,0,11.2860427061717,"Australia","S",147.613916,-36.636058,-36.636058,4078.32597656,36.636058
"geographical","2026-06-16_geographical_1","49UCP","49UCP_original",2020,TRUE,2.4560742805924,0,0,0,0,0,0,1,3.82757996727561,0,0,0,8.99325678348541,"Mongolia","N",109.045451,48.239885,48.239885,5370.0639982,48.239885
"geographical","2026-06-16_geographical_1","49UCP","49UCP_original",2020,TRUE,2.4560742805924,0,0,0,0,0,0,1,3.82757996727561,0,0,0,8.99325678348541,"Mongolia","S",109.045451,48.239885,48.239885,5370.0639982,48.239885
"geographical","2026-06-16_geographical_1","49NHC","49NHC_original",2020,TRUE,40.1037015821913,0,0,0,0,0,0,1,6.46511024994368,0,0,0,6.78527238766352,"Malaysia","N",114.189928,2.213706,2.213706,246.42975192,2.213706
"geographical","2026-06-16_geographical_1","49NHC","49NHC_original",2020,TRUE,40.1037015821913,0,0,0,0,0,0,1,6.46511024994368,0,0,0,6.78527238766352,"Malaysia","S",114.189928,2.213706,2.213706,246.42975192,2.213706
"geographical","2026-06-16_geographical_1","35VML","35VML_original",2020,TRUE,2.67966823635012,0,0,0,0,0,0,1,1.84453853359372,0,0,0,8.91937926610311,"Finland","N",26.091998,63.527175,63.527175,7071.845121,63.527175
"geographical","2026-06-16_geographical_1","35VML","35VML_original",2020,TRUE,2.67966823635012,0,0,0,0,0,0,1,1.84453853359372,0,0,0,8.91937926610311,"Finland","S",26.091998,63.527175,63.527175,7071.845121,63.527175
"geographical","2026-06-16_geographical_1","34UFD","34UFD_original",2020,TRUE,3.80623993692356,0,0,0,0,0,0,1,3.29873258176482,0,0,0,13.3311699231466,"Poland","N",23.2945,52.730829,52.730829,5869.99588428,52.730829
"geographical","2026-06-16_geographical_1","34UFD","34UFD_original",2020,TRUE,3.80623993692356,0,0,0,0,0,0,1,3.29873258176482,0,0,0,13.3311699231466,"Poland","S",23.2945,52.730829,52.730829,5869.99588428,52.730829
"geographical","2026-06-16_geographical_1","33NTG","33NTG_original",2020,TRUE,22.2799924246849,0,0,0,0,0,0,1,15.7313218067174,0,0,0,8.88028408288956,"Cameroon","N",12.786326,5.831657,5.831657,649.18005724,5.831657
"geographical","2026-06-16_geographical_1","33NTG","33NTG_original",2020,TRUE,22.2799924246849,0,0,0,0,0,0,1,15.7313218067174,0,0,0,8.88028408288956,"Cameroon","S",12.786326,5.831657,5.831657,649.18005724,5.831657
"geographical","2026-06-16_geographical_1","32UQU","32UQU_original",2020,TRUE,9.43242963783114,0,0,0,0,0,0,1,8.55074166711972,0,0,0,21.5947408636411,"Germany","N",12.430884,48.205131,48.205131,5366.19518292,48.205131
"geographical","2026-06-16_geographical_1","32UQU","32UQU_original",2020,TRUE,9.43242963783114,0,0,0,0,0,0,1,8.55074166711972,0,0,0,21.5947408636411,"Germany","S",12.430884,48.205131,48.205131,5366.19518292,48.205131
"geographical","2026-06-16_geographical_1","32TMT","32TMT_original",2020,TRUE,15.9918825074558,0,0,0,0,0,0,1,9.76509679218125,0,0,0,21.8467636704445,"Switzerland","N",8.402194,47.355772,47.355772,5271.64453904,47.355772
"geographical","2026-06-16_geographical_1","32TMT","32TMT_original",2020,TRUE,15.9918825074558,0,0,0,0,0,0,1,9.76509679218125,0,0,0,21.8467636704445,"Switzerland","S",8.402194,47.355772,47.355772,5271.64453904,47.355772
"geographical","2026-06-16_geographical_1","20MMD","20MMD_original",2020,TRUE,31.1457616164047,0,0,0,0,0,0,1,5.18768663824733,0,0,0,4.71414289474487,"Brazil","N",-63.405779,-1.400945,-1.400945,155.9531974,1.400945
"geographical","2026-06-16_geographical_1","20MMD","20MMD_original",2020,TRUE,31.1457616164047,0,0,0,0,0,0,1,5.18768663824733,0,0,0,4.71414289474487,"Brazil","S",-63.405779,-1.400945,-1.400945,155.9531974,1.400945
"geographical","2026-06-16_geographical_1","17SNB","17SNB_original",2020,TRUE,14.7435625246118,0,0,0,0,0,0,1,5.06927685142209,0,0,0,4.5524756749471,"USA West","N",-80.379497,37.449419,37.449419,4168.86932308,37.449419
"geographical","2026-06-16_geographical_1","17SNB","17SNB_original",2020,TRUE,14.7435625246118,0,0,0,0,0,0,1,5.06927685142209,0,0,0,4.5524756749471,"USA West","S",-80.379497,37.449419,37.449419,4168.86932308,37.449419
"geographical","2026-06-16_geographical_1","10TES","10TES_original",2020,TRUE,21.6535428058439,0,0,0,0,0,0,1,8.32633410923009,0,0,0,26.3680521527926,"USA East","N",-122.285282,46.455086,46.455086,5171.38017352,46.455086
"geographical","2026-06-16_geographical_1","10TES","10TES_original",2020,TRUE,21.6535428058439,0,0,0,0,0,0,1,8.32633410923009,0,0,0,26.3680521527926,"USA East","S",-122.285282,46.455086,46.455086,5171.38017352,46.455086
"geographical","2026-06-16_geographical_1","10TES","10TES_geographical_100_N",2020,FALSE,21.1914043139493,-0.462138491894542,0.46315480029522,-2.13423963015336,2.13893312723969,0.46315480029522,0.681207311195563,0.998287707170815,8.19694420620946,-0.12938990302063,-1.55398403815187,100,26.2364444772402,"USA East","N",-122.285282,46.455086,47.353397174991,5271.38017352,47.353397174991
"geographical","2026-06-16_geographical_1","17SNB","17SNB_geographical_100_N",2020,FALSE,14.5739371418315,-0.169625382780273,0.224833157475814,-1.15050472026088,1.52495814427818,0.224833157475814,0.474346389337013,0.996328711538243,4.96183071489708,-0.107446136525018,-2.11955550415196,100,4.65099510351817,"USA West","N",-80.379497,37.449419,38.347730174991,4268.86932308,38.347730174991
"geographical","2026-06-16_geographical_1","20MMD","20MMD_geographical_100_N",2020,FALSE,31.381249709343,0.235488092938237,0.244176600122113,0.756083912278463,0.783980186869161,0.244176600122113,0.494201247680058,0.996528489122047,5.21714663473737,0.0294599964900373,0.567883115237476,100,4.60125004053116,"Brazil","N",-63.405779,-1.400945,-0.502633825008983,55.9531974,0.502633825008983
"geographical","2026-06-16_geographical_1","32TMT","32TMT_geographical_100_N",2020,FALSE,15.9547700074758,-0.0371124999799903,0.209191190006832,-0.232070864469444,1.30810859765448,0.209191190006832,0.457384617290491,0.999070436722797,9.93101895676899,0.165922164587748,1.69913486900201,100,21.8466748197873,"Switzerland","N",8.402194,47.355772,48.254083174991,5371.64453904,48.254083174991
"geographical","2026-06-16_geographical_1","32UQU","32UQU_geographical_100_N",2020,FALSE,9.07733467430989,-0.355094963521244,0.360319353391442,-3.76461820713771,3.82000573793087,0.360319353391442,0.62592084509469,0.999042731344056,8.18791603107148,-0.362825636048242,-4.24320661497026,100,21.8801470756531,"Germany","N",12.430884,48.205131,49.103442174991,5466.19518292,49.103442174991
"geographical","2026-06-16_geographical_1","33NTG","33NTG_geographical_100_N",2020,FALSE,22.5063626188346,0.226370194149613,0.228824347068036,1.01602455617897,1.02703960892963,0.228824347068036,0.478361041643824,0.999662416182921,15.8286136173652,0.0972918106477891,0.61845922321826,100,9.04984796047211,"Cameroon","N",12.786326,5.831657,6.72996817499102,749.18005724,6.72996817499102
"geographical","2026-06-16_geographical_1","34UFD","34UFD_geographical_100_N",2020,FALSE,3.50901262173281,-0.297227315190756,0.301473998716482,-7.80894846663274,7.92052008576612,0.301473998716482,0.561163921949628,0.992704306634464,3.01320494928097,-0.28552763248385,-8.65567685183784,100,13.285873289903,"Poland","N",23.2945,52.730829,53.629140174991,5969.99588428,53.629140174991
"geographical","2026-06-16_geographical_1","35VML","35VML_geographical_100_N",2020,FALSE,2.61188399397691,-0.0677842423732011,0.103219500191759,-2.52957591741012,3.85195073000347,0.103219500191759,0.321282723681561,0.986261491181938,1.74314214627941,-0.101396387314308,-5.49711407312037,100,8.98837036291758,"Finland","N",26.091998,63.527175,64.425486174991,7171.845121,64.425486174991
"geographical","2026-06-16_geographical_1","49NHC","49NHC_geographical_100_N",2020,FALSE,40.3340247135637,0.230323131372366,0.232381659689342,0.574318884007067,0.579451897259616,0.232381659689342,0.482070071392333,0.997879489765799,6.49900411886436,0.033893868920674,0.52425817364784,100,6.63717213074366,"Malaysia","N",114.189928,2.213706,3.11201717499102,346.42975192,3.11201717499102
"geographical","2026-06-16_geographical_1","49UCP","49UCP_geographical_100_N",2020,FALSE,2.40447960039299,-0.0515946801994147,0.0635234682668666,-2.10069705982061,2.58638221037618,0.0635234682668666,0.252177291987212,0.998256107326441,3.72151398240523,-0.106065984870386,-2.77109781577945,100,8.81456628640493,"Mongolia","N",109.045451,48.239885,49.138196174991,5470.0639982,49.138196174991
"geographical","2026-06-16_geographical_1","55HEV","55HEV_geographical_100_N",2020,FALSE,5.5984602713902,0.144799216883428,0.166055367057056,2.6550828046743,3.04484208676357,0.166055367057056,0.414725245899804,0.998357141258994,5.98014100112765,0.193189263236429,3.33835967512022,100,11.0799232800802,"Australia","N",147.613916,-36.636058,-35.737746825009,3978.32597656,35.737746825009
"geographical","2026-06-16_geographical_1","10TES","10TES_geographical_200_N",2020,FALSE,20.7025278885194,-0.9510149173245,0.953003725671184,-4.3919599016741,4.40114458043322,0.953003725671184,1.08770917090429,0.99842674039458,8.06683639576422,-0.259497713465866,-3.11659020718616,200,26.2087980151176,"USA East","N",-122.285282,46.455086,48.251708349982,5371.38017352,48.251708349982
"geographical","2026-06-16_geographical_1","17SNB","17SNB_geographical_200_N",2020,FALSE,14.3628253104645,-0.380737214147327,0.478724230640627,-2.58239630694246,3.24700512404298,0.478724230640627,0.727043138523558,0.993273490811025,4.83748218192015,-0.231794669501947,-4.5725391667437,200,4.75080067316691,"USA West","N",-80.379497,37.449419,39.246041349982,4368.86932308,39.246041349982
"geographical","2026-06-16_geographical_1","20MMD","20MMD_geographical_200_N",2020,FALSE,31.6155908009199,0.469829184515159,0.486430380080206,1.50848513612105,1.56178675632064,0.486430380080206,0.700967442882844,0.995110103252737,5.25212297411577,0.0644363358684341,1.24210154471096,200,4.59762543837229,"Brazil","N",-63.405779,-1.400945,0.395677349982034,44.0468026,0.395677349982034
"geographical","2026-06-16_geographical_1","32TMT","32TMT_geographical_200_N",2020,FALSE,15.9245191306332,-0.0673633768225415,0.408802478264141,-0.421234815795671,2.55631241708753,0.408802478264141,0.647305265805531,0.998436797718699,10.0912618764014,0.326165084220159,3.3401111239503,200,21.8397122462591,"Switzerland","N",8.402194,47.355772,49.152394349982,5471.64453904,49.152394349982
"geographical","2026-06-16_geographical_1","32UQU","32UQU_geographical_200_N",2020,FALSE,8.70608442768218,-0.726345210148958,0.736848574977974,-7.70051024007396,7.81186399761369,0.736848574977974,1.15119091322103,0.998214406819398,7.80281511978468,-0.74792654733504,-8.74692016730024,200,21.7273304541906,"Germany","N",12.430884,48.205131,50.001753349982,5566.19518292,50.001753349982
"geographical","2026-06-16_geographical_1","33NTG","33NTG_geographical_200_N",2020,FALSE,22.7056767075941,0.425684282909199,0.430803408311306,1.91061233233439,1.93358866600871,0.430803408311306,0.666944455490912,0.999534729273833,15.9066937672814,0.175371960564027,1.11479481965172,200,8.84253038565318,"Cameroon","N",12.786326,5.831657,7.62827934998203,849.18005724,7.62827934998203
"geographical","2026-06-16_geographical_1","34UFD","34UFD_geographical_200_N",2020,FALSE,3.23872409307442,-0.567515843849139,0.576446459473758,-14.9101436917779,15.1447746076585,0.576446459473758,0.917274975789628,0.987703460158354,2.7548291912566,-0.543903390508218,-16.4882535042362,200,13.2241749127706,"Poland","N",23.2945,52.730829,54.527451349982,6069.99588428,54.527451349982
"geographical","2026-06-16_geographical_1","35VML","35VML_geographical_200_N",2020,FALSE,2.56924504318629,-0.110423193163825,0.192067315331817,-4.12077852272597,7.16757816234093,0.192067315331817,0.439414181756797,0.976357255873434,1.65289853268276,-0.191640000910954,-10.389590535557,200,8.8067687312762,"Finland","N",26.091998,63.527175,65.323797349982,7271.845121,65.323797349982
"geographical","2026-06-16_geographical_1","49NHC","49NHC_geographical_200_N",2020,FALSE,40.5310937363483,0.427392154156991,0.432362297153836,1.06571747069547,1.07811069825493,0.432362297153836,0.658267994913915,0.997082016664314,6.53038135201872,0.0652711020750338,1.00958993043626,200,6.78190628290176,"Malaysia","N",114.189928,2.213706,4.01032834998203,446.42975192,4.01032834998203
"geographical","2026-06-16_geographical_1","49UCP","49UCP_geographical_200_N",2020,FALSE,2.34553574930633,-0.110538531286078,0.133512187495021,-4.50061841205456,5.43599957664219,0.133512187495021,0.388889876961903,0.99679696830803,3.60244529382839,-0.225134673447218,-5.88190646236096,200,8.86076502005259,"Mongolia","N",109.045451,48.239885,50.036507349982,5570.0639982,50.036507349982
"geographical","2026-06-16_geographical_1","55HEV","55HEV_geographical_200_N",2020,FALSE,5.7525732444728,0.298912189966033,0.337157720314328,5.48094549658562,6.18222725880094,0.337157720314328,0.643510556115785,0.997538965560066,6.17286724563118,0.385915507739962,6.6687182686025,200,11.0827343940735,"Australia","N",147.613916,-36.636058,-34.839435650018,3878.32597656,34.839435650018
"geographical","2026-06-16_geographical_1","10TES","10TES_geographical_300_N",2020,FALSE,20.1873484422935,-1.46619436355034,1.46908589208572,-6.7711523084095,6.7845059132275,1.46908589208572,1.64115723630168,0.997038513808797,7.93609088422546,-0.390243225004633,-4.68685522206023,300,26.2910210251808,"USA East","N",-122.285282,46.455086,49.1500195249731,5471.38017352,49.1500195249731
"geographical","2026-06-16_geographical_1","17SNB","17SNB_geographical_300_N",2020,FALSE,14.1065706051506,-0.636991919461257,0.766014415790287,-4.32047490827207,5.19558562939967,0.766014415790287,1.0463766067137,0.988460380071359,4.69536383015391,-0.37391302126818,-7.37606235025979,300,4.64585731426875,"USA West","N",-80.379497,37.449419,40.1443525249731,4468.86932308,40.1443525249731
"geographical","2026-06-16_geographical_1","20MMD","20MMD_geographical_300_N",2020,FALSE,31.8412221413059,0.695460524901161,0.720033432016427,2.23292187703272,2.31181834910462,0.720033432016427,0.902440973897024,0.994160130030742,5.28901926391542,0.101332625668084,1.95332973508822,300,4.59889501333237,"Brazil","N",-63.405779,-1.400945,1.29398852497305,144.0468026,1.29398852497305
"geographical","2026-06-16_geographical_1","32TMT","32TMT_geographical_300_N",2020,FALSE,15.8965770368369,-0.0953054706188592,0.596028413273828,-0.595961548457011,3.72706848612693,0.596028413273828,0.835549557347249,0.997687389927695,10.2410340117743,0.475937219593055,4.87386074835561,300,21.9257269740105,"Switzerland","N",8.402194,47.355772,50.0507055249731,5571.64453904,50.0507055249731
"geographical","2026-06-16_geographical_1","32UQU","32UQU_geographical_300_N",2020,FALSE,8.33074281672345,-1.10168682110769,1.11766890252726,-11.6797777816343,11.8492153712397,1.11766890252726,1.70492647939941,0.996919023030616,7.40939832372194,-1.14134334339778,-13.3478870936612,300,21.6463338255882,"Germany","N",12.430884,48.205131,50.9000645249731,5666.19518292,50.9000645249731
"geographical","2026-06-16_geographical_1","33NTG","33NTG_geographical_300_N",2020,FALSE,22.8761999315944,0.596207506909451,0.604342993367789,2.67597715270714,2.71249191583302,0.604342993367789,0.840788936319927,0.999409402342202,15.9654097742556,0.234087967538187,1.48803749878303,300,8.92400886615117,"Cameroon","N",12.786326,5.831657,8.52659052497305,949.18005724,8.52659052497305
"geographical","2026-06-16_geographical_1","34UFD","34UFD_geographical_300_N",2020,FALSE,2.99486164619537,-0.811378290728194,0.825557649288309,-21.3170557866617,21.6895850752797,0.825557649288309,1.26080278981759,0.980434169423353,2.52030067912675,-0.778431902638069,-23.5979086919986,300,12.2185929298401,"Poland","N",23.2945,52.730829,55.4257625249731,6169.99588428,55.4257625249731
"geographical","2026-06-16_geographical_1","35VML","35VML_geographical_300_N",2020,FALSE,2.54734367838121,-0.132324557968905,0.271881630376261,-4.93809480494272,10.1460929636044,0.271881630376261,0.529234394719209,0.967646130899131,1.57042147025939,-0.274117063334328,-14.8610104013531,300,6.72856389681498,"Finland","N",26.091998,63.527175,66.2221085249731,7371.845121,66.2221085249731
"geographical","2026-06-16_geographical_1","49NHC","49NHC_geographical_300_N",2020,FALSE,40.6949734671647,0.591271884973416,0.600369581509913,1.47435738260126,1.49704281107188,0.600369581509913,0.788536792405232,0.996894908069899,6.55913954035433,0.0940292904106492,1.45441124397636,300,5.13677323659261,"Malaysia","N",114.189928,2.213706,4.90863952497305,546.42975192,4.90863952497305
"geographical","2026-06-16_geographical_1","49UCP","49UCP_geographical_300_N",2020,FALSE,2.28255376573485,-0.173520514857549,0.207387449758358,-7.06495386677376,8.44385902320253,0.207387449758358,0.542233686566726,0.994664981545428,3.47851858947855,-0.349061377797065,-9.1196364486545,300,6.64557151397069,"Mongolia","N",109.045451,48.239885,50.9348185249731,5670.0639982,50.9348185249731
"geographical","2026-06-16_geographical_1","55HEV","55HEV_geographical_300_N",2020,FALSE,5.91386077129861,0.460199716791841,0.511854166730225,8.43836300408775,9.38551482416096,0.511854166730225,0.903922340259494,0.99629782734602,6.36368135926056,0.576729621369344,9.96603475354894,300,8.34198346535365,"Australia","N",147.613916,-36.636058,-33.9411244750269,3778.32597656,33.9411244750269
"geographical","2026-06-16_geographical_1","10TES","10TES_geographical_500_N",2020,FALSE,19.0891245835287,-2.56441822231515,2.56892873671517,-11.8429498826541,11.8637802587291,2.56892873671517,2.79836426853253,0.99353168297255,7.67194905981958,-0.65438504941051,-7.85922160732293,500,19.5167763074239,"USA East","N",-122.285282,46.455086,50.9466418749551,5671.38017352,50.9466418749551
"geographical","2026-06-16_geographical_1","17SNB","17SNB_geographical_500_N",2020,FALSE,13.4799798034788,-1.26358272113303,1.41740170678614,-8.57040297434017,9.61369889007517,1.41740170678614,1.80507082324397,0.973191436470651,4.38357825925807,-0.685698592164028,-13.5265563957445,500,3.53355723619461,"USA West","N",-80.379497,37.449419,41.9409748749551,4668.86932308,41.9409748749551
"geographical","2026-06-16_geographical_1","20MMD","20MMD_geographical_500_N",2020,FALSE,32.2245737572089,1.07881214080418,1.1231750614526,3.46375264182322,3.60618910298542,1.1231750614526,1.32267178742463,0.989962533669771,5.35488235095351,0.167195712706179,3.22293392730187,500,3.54345014890035,"Brazil","N",-63.405779,-1.400945,3.09061087495508,344.0468026,3.09061087495508
"geographical","2026-06-16_geographical_1","32TMT","32TMT_geographical_500_N",2020,FALSE,15.8321997271156,-0.159682780340157,0.926914970951561,-0.998523971556879,5.79615921089599,0.926914970951561,1.20631768946452,0.995628508391549,10.4955972167868,0.730500424605582,7.48072896922519,500,16.401885664463,"Switzerland","N",8.402194,47.355772,51.8473278749551,5771.64453904,51.8473278749551
"geographical","2026-06-16_geographical_1","32UQU","32UQU_geographical_500_N",2020,FALSE,7.60481584427094,-1.8276137935602,1.85589587642614,-19.3758539817789,19.6756927714849,1.85589587642614,2.80346814326646,0.992273477703671,6.64245425445309,-1.90828741266663,-22.3172151253803,500,16.3928769667943,"Germany","N",12.430884,48.205131,52.6966868749551,5866.19518292,52.6966868749551
"geographical","2026-06-16_geographical_1","33NTG","33NTG_geographical_500_N",2020,FALSE,23.1250482251241,0.845055800439127,0.861121300233106,3.79289087864704,3.86499817333436,0.861121300233106,1.14514132614901,0.998985515165914,16.0241761979262,0.292854391208806,1.8616006639935,500,6.76631566683451,"Cameroon","N",12.786326,5.831657,10.3232128749551,1149.18005724,10.3232128749551
"geographical","2026-06-16_geographical_1","34UFD","34UFD_geographical_500_N",2020,FALSE,2.58560056049618,-1.22063937642738,1.24751483441425,-32.0694280091543,32.7755174420919,1.24751483441425,1.86066215341769,0.958719758635041,2.11745104446459,-1.18128153730023,-35.8101636922701,500,9.97108680407206,"Poland","N",23.2945,52.730829,57.2223848749551,6369.99588428,57.2223848749551
"geographical","2026-06-16_geographical_1","35VML","35VML_geographical_500_N",2020,FALSE,2.5504251157045,-0.129243120645613,0.420310989447598,-4.82310156505235,15.6851875820303,0.420310989447598,0.685181979745033,0.948313245854924,1.41731188401388,-0.427226649579837,-23.1617091103795,500,6.74404904047648,"Finland","N",26.091998,63.527175,68.0187308749551,7571.845121,68.0187308749551
"geographical","2026-06-16_geographical_1","49NHC","49NHC_geographical_500_N",2020,FALSE,40.9223485283875,0.818646946196132,0.842473964637396,2.04132514929661,2.10073866351407,0.842473964637396,1.0289389075053,0.995697214780848,6.60937849897559,0.144268249031912,2.23148938617355,500,5.11798996130625,"Malaysia","N",114.189928,2.213706,6.70526187495508,746.42975192,6.70526187495508
"geographical","2026-06-16_geographical_1","49UCP","49UCP_geographical_500_N",2020,FALSE,2.15518161588851,-0.300892664703894,0.35731037128585,-12.2509594714423,14.5480278878075,0.35731037128585,0.861820679506973,0.987519697677569,3.2424109926835,-0.58516897459211,-15.2882233577113,500,6.65065615177155,"Mongolia","N",109.045451,48.239885,52.7314408749551,5870.0639982,52.7314408749551
"geographical","2026-06-16_geographical_1","55HEV","55HEV_geographical_500_N",2020,FALSE,6.246283809212,0.792622754705233,0.863856105213716,14.5337736757628,15.8399302153156,0.863856105213716,1.43524905050244,0.993198369502094,6.73636868716464,0.949416949273422,16.4061667052954,500,8.3669450600942,"Australia","N",147.613916,-36.636058,-32.1445021250449,3578.32597656,32.1445021250449
"geographical","2026-06-16_geographical_1","10TES","10TES_geographical_1000_N",2020,FALSE,16.1961693743995,-5.45737343144438,5.46609707774501,-25.2031433395349,25.2434307252013,5.46609707774501,5.91565860516482,0.970281507721294,7.00525686625752,-1.32107724297257,-15.8662530909984,1000,19.5359660704931,"USA East","N",-122.285282,46.455086,55.4381977499102,6171.38017352,55.4381977499102
"geographical","2026-06-16_geographical_1","17SNB","17SNB_geographical_1000_N",2020,FALSE,11.2655486533887,-3.47801387122308,3.54150403909443,-23.5900506774882,24.0206804371909,3.54150403909443,4.16928072268782,0.916404016465652,3.56408234200003,-1.50519450942206,-29.6924897483121,1000,3.50382686456045,"USA West","N",-80.379497,37.449419,46.4325307499102,5168.86932308,46.4325307499102
"geographical","2026-06-16_geographical_1","20MMD","20MMD_geographical_1000_N",2020,FALSE,32.4584242280691,1.31266261166439,1.45547871190476,4.21457862495485,4.67311966819315,1.45547871190476,1.71350963776102,0.978811155409588,5.368699400596,0.181012762348665,3.48927710887758,1000,3.5605464498202,"Brazil","N",-63.405779,-1.400945,7.58216674991017,844.0468026,7.58216674991017
"geographical","2026-06-16_geographical_1","32TMT","32TMT_geographical_1000_N",2020,FALSE,15.5248265480124,-0.467055959443353,1.52803123211875,-2.92058148392224,9.55504288757969,1.52803123211875,1.94818108981399,0.988436033699207,10.8288668089615,1.06377001678025,10.8935941897882,1000,16.4333344777425,"Switzerland","N",8.402194,47.355772,56.3388837499102,6271.64453904,56.3388837499102
"geographical","2026-06-16_geographical_1","32UQU","32UQU_geographical_1000_N",2020,FALSE,6.03610551880679,-3.39632411902435,3.47170271808482,-36.0068852822664,36.8060282597887,3.47170271808482,5.24160721973247,0.96623267643781,4.93259328704407,-3.61814838007565,-42.3138544108818,1000,16.3222975333532,"Germany","N",12.430884,48.205131,57.1882427499102,6366.19518292,57.1882427499102
"geographical","2026-06-16_geographical_1","33NTG","33NTG_geographical_1000_N",2020,FALSE,23.2052864300168,0.925294005331832,1.01213420117355,4.15302657063141,4.54279418897899,1.01213420117355,1.41727102981618,0.997726072062914,15.8637448011176,0.132422994400166,0.841779197115021,1000,6.78056485652924,"Cameroon","N",12.786326,5.831657,14.8147687499102,1649.18005724,14.8147687499102
"geographical","2026-06-16_geographical_1","34UFD","34UFD_geographical_1000_N",2020,FALSE,1.99456764115994,-1.81167229576362,1.89109002984999,-47.5974275344271,49.6839416639216,1.89109002984999,2.80577180251281,0.868740988430908,1.47972395351928,-1.81900862824554,-55.1426520082563,1000,9.99443677266439,"Poland","N",23.2945,52.730829,61.7139407499102,6869.99588428,61.7139407499102
"geographical","2026-06-16_geographical_1","35VML","35VML_geographical_1000_N",2020,FALSE,2.68016102147345,0.000492785123337391,0.770977887388733,0.0183897811174042,28.7713932990024,0.770977887388733,1.03909819913066,0.875069878372987,1.08238439807736,-0.762154135516355,-41.3195019586524,1000,6.72272841135661,"Finland","N",26.091998,63.527175,72.5102867499102,8071.845121,72.5102867499102
"geographical","2026-06-16_geographical_1","49NHC","49NHC_geographical_1000_N",2020,FALSE,40.85224404827,0.748542466078661,0.954789942421724,1.86651714566683,2.38080253131974,0.954789942421724,1.23931474430702,0.989328476595067,6.69319676159576,0.228086511652073,3.52796012495007,1000,5.17281881173452,"Malaysia","N",114.189928,2.213706,11.1968177499102,1246.42975192,11.1968177499102
"geographical","2026-06-16_geographical_1","49UCP","49UCP_geographical_1000_N",2020,FALSE,1.81781672742449,-0.638257553167913,0.748347633024833,-25.9868994277309,30.4692589690053,0.748347633024833,1.64320379615591,0.946303347913415,2.7493339059621,-1.07824606131351,-28.1704385155142,1000,7.77030395666758,"Mongolia","N",109.045451,48.239885,57.2229967499102,6370.0639982,57.2229967499102
